fact_rating_phase1,snopes_url_phase1,article_title_phase1,article_category_phase1,article_date_phase1,article_claim_phase1,article_origin_url_phase1,index_paragraph_phase1,page_is_first_citation_phase1,error_phase2,original_article_text_phase2,article_title_phase2,publish_date_phase2,author_phase2,Jerry-label,Jill-label,Fatemeh-label,notes,original order,Agreement
Aug. 18, 1998: Former Clinton political advisor Dick Morris testifies before the grand jury.

Aug. 19, 1998: Word that Starr has requested and received a sample of Clinton's DNA becomes public.

Aug. 20, 1998: Monica Lewinsky testifies before the grand jury for a second time.

September 9, 1998: Independent Counsel Ken Starr submits his report and 18 boxes of supporting documents to the House of Representatives.

September 11, 1998: The House of Representative votes to receive the Starr report. The House Judiciary Committee takes possession of the 18 boxes of materials and promptly releases the first 445 pages to the public.

September 18, 1998: Over Democrats' objections, the House Judiciary Committee agrees to release President Clinton's videotaped grand jury testimony and more than 3,000 pages of supporting material from the Starr report, including sexually explicit testimony from Monica Lewinsky.

September 21, 1998: The Judiciary Committee releases and many television networks immediately broadcast more than four hours of President Clinton's videotaped grand jury testimony. Along with the videotape, the Judiciary Committee also releases the appendix to the Starr's report which includes 3,183 pages of testimony and other evidence, including a photograph of Lewinsky's semen-stained dress.

September 24, 1998: The House Judiciary Committee announces the committee will consider a resolution to begin an impeachment inquiry against President Clinton in an open session on October 5 or October 6.",A Chronology: Key Moments In The Clinton-Lewinsky Saga,,,context,context,irrelevant,,70,yj

FALSE,https://www.snopes.com/fact-check/dead-bigfoot-confirmed-at-elephant-butte-lake-nm/,"Dead Bigfoot Confirmed at Elephant Butte Lake, New Mexico?",Fake News,17-Jul-17,The corpse of a bigfoot was found at Elephant Butte Lake.,http://www.breakingnews365.net/5967df9c665ad/dead-bigfoot-confirmed-at-elephant-butte-lake-nm.html,3,FALSE,No Error,"Giant Squid Washes Ashore on Lake Michigan Michigan DNR were called to Leland to the report of a giant squid which had washed ashore. Michigan DNR Marine Biologist Dr. Debra Polowotski arrived at Good Harbor Bay and confirmed the 21 foot-long giant squid to be a very rare fresh-water species of genus Architeuthis. We thought they were already in Lake Erie, we had no idea they were in Lake Michigan. This is first time theres been an actual specimen recovered, so this is very exciting, she said. It is believed that a few of the squid escaped from the Cleveland Sea World complex during the great Northeast blackout of 2003 when they were very young, and somehow made it into Lake Erie. According to Dr. Polowotski, the squid were kept contained in Lake Erie, as the Detroit River is too narrow and shallow for the squid to swim upstream. They are intimidated by closed-in spaces. They need a lot of room. You have to remember that this is a very big animal, she said. Dr. Polotwotski also confirmed that the squid is a female and further examination of the corpse indicated that it had recently laid eggs. Hopefully the walleye can keep the tiny-giant squid population under control, else there is some cause for concern, said Dr. Polowotski. Boaters and swimmers really need to exercise some caution. The animal was discovered by Bob Ritchie and his sister Jill, both of Romeo. We were just, you know, taking an evening walk along the beach, heading out to the sandbar when we stumbled across it, said Bob. We were singing, drinking whiskey out of the bottle, not thinking about tomorrow. But something like this really does make you stop and think, he said. DNR officials removed the animal from the beach and took it to an undisclosed location for further study.","Dead Bigfoot Confirmed at Elephant Butte Lake, NM",,,right,right,context,,71,yj

FALSE,https://www.snopes.com/fact-check/salinger-write-nude/,Did J.D. Salinger Write in the Nude?,Fauxtography  Entertainment,15-May-17,A photograph shows author J.D. Salinger writing at a nudist retreat.,http://www.earlkemp.com/,3,FALSE,No Error,"Welcome to My World...

BEFORE you enter my domain, take warning . . . there's nothing usual here. My world is my scrapbook. These are the personal fragments of my life as I have preserved them and as I can remember or document them. I have had enormous amounts of help from other people getting this far, and depend on your help as well.

All the contents of this domain are transitory, rough draft, and in-progress continuously, as I work toward my ultimate goal. They are also protected by Copyright, 2001 by Earl Kemp, all rights reserved. In the meantime, feel free to wander around; only please do keep a sharp lookout for the construction workers.

I realize that there are things that upset and offend almost everyone, and those things vary considerably. What I need to impress upon anyone venturing inside this domain is that, while the contents are best understood by reasonable adults who have shared similar experiences, I am truly sorry if anything you encounter bothers you. That was not my intent in remembering my life the way I do.

I hope you find things to enjoy while you roam around. Please come back again and see how the construction work is coming along.

Thanks for your time and interest.

--Earl Kemp",Earl Kemp,,,context,irrelevant,irrelevant,,72,fy

FALSE,https://www.snopes.com/fact-check/putin-cancels-campaign-event-with-trump/,Putin Cancels Campaign Event with Trump,Fake News,11-Oct-16,Russian president Vladimir Putin cancelled a campaign appearance with Donald Trump.,http://www.newyorker.com/humor/borowitz-report/putin-cancels-campaign-event-with-trump,2,FALSE,No Error,"MOSCOW (The Borowitz Report)Calling the Republican nominees behavior completely indefensible, the Russian President, Vladimir Putin, cancelled a joint campaign appearance with Donald Trump on Monday.

Putin, who had been scheduled to campaign alongside Trump at a rally in Columbus, Ohio, said that he would make no joint appearances with the billionaire for the remainder of the campaign.

As the father of two daughters, I cannot condone or defend Mr. Trumps behavior, the Russian leader said in a curt official statement.

In addition to cancelling his appearance with Trump, Putin, who had been expected to spend thirty-one million rubles, or roughly half a million dollars, on Trump campaign ads, is pulling those funds and will instead focus on down-ballot races, the statement said.

Appearing on CNN, Trumps campaign manager, Kellyanne Conway, attempted to downplay the Putin defection by claiming that Trump still has the support of many other totalitarian dictators.",Putin Cancels Campaign Event with Trump,,Andy Borowitz,right,right,right,,73,
